recept,kategorija,mesto 
621051162381049,9948,8
622431162541621,16,0
622431162541621,21,1
622431162541621,22,2
622431162541621,66,3
623101162626861,13,0
623101162626861,14,1
623101162626861,16,2
623101162626861,18,3
623101162626861,21,4
623101162626861,22,5
623101162626861,66,6
623101162626861,9947,7
623101162626861,9948,8
623751162715578,11,0
623751162715578,50,1
623751162715578,151,2
624001162720492,18,0
624001162720492,19,1
624001162720492,20,2
624001162720492,32,3
624001162720492,40,4
624001162720492,42,5
624001162720492,47,6
624001162720492,49,7
624001162720492,50,8
624001162720492,109,9
624001162720492,144,10
624491162738791,15,0
624491162738791,16,1
624491162738791,18,2
624491162738791,19,3
624491162738791,20,4
624491162738791,38,5
624491162738791,42,6
624491162738791,45,7
624491162738791,48,8
624491162738791,71,9
624491162738791,9948,10
625991162912058,11,0
625991162912058,32,1
625991162912058,50,2
625991162912058,57,3
625991162912058,151,4
626141162973177,13,0
626141162973177,14,1
626141162973177,21,2
626141162973177,45,3
626141162973177,58,4
626141162973177,116,5
626201162976044,11,0
626201162976044,32,1
626201162976044,50,2
626201162976044,57,3
626201162976044,79,4
626201162976044,109,5
626201162976044,150,6
626201162976044,151,7
62641022757177,16,0
62641022757177,21,1
62641022757177,59,2
62641022757177,69,3
62641022757177,140,4
62641022757177,9947,5
62641022757177,9948,6
626881163052346,11,0
626881163052346,27,1
626881163052346,32,2
626881163052346,50,3
626881163052346,57,4
626881163052346,79,5
626881163052346,109,6
626881163052346,150,7
626881163052346,151,8
626891163052695,14,0
626891163052695,18,1
626891163052695,21,2
626891163052695,40,3
626891163052695,47,4
626891163052695,50,5
626891163052695,58,6
626891163052695,81,7
626891163052695,144,8
627161163067793,11,0
627161163067793,45,1
627161163067793,49,2
627161163067793,50,3
627161163067793,64,4
627161163067793,102,5
627161163067793,156,6
627351163082518,10,0
627351163082518,11,1
627351163082518,50,2
62771022841367,11,0
62771022841367,12,1
62771022841367,29,2
62771022841367,50,3
62771022841367,84,4
627791163146537,11,0
627791163146537,27,1
627791163146537,32,2
627791163146537,50,3
627791163146537,57,4
627791163146537,79,5
627791163146537,109,6
627791163146537,144,7
627791163146537,150,8
627791163146537,151,9
627971163156679,11,0
627971163156679,27,1
627971163156679,50,2
627971163156679,79,3
627971163156679,109,4
627971163156679,150,5
627971163156679,151,6
628001163157973,10,0
628001163157973,11,1
628001163157973,32,2
628001163157973,45,3
628001163157973,49,4
628001163157973,50,5
628001163157973,57,6
628001163157973,115,7
628001163157973,5999,8
628611163332620,18,0
628611163332620,21,1
628611163332620,32,2
628611163332620,45,3
628611163332620,57,4
628611163332620,81,5
628611163332620,101,6
628611163332620,144,7
628611163332620,165,8
629021163404532,15,0
629021163404532,15,0
629021163404532,18,1
629021163404532,18,1
629021163404532,19,2
629021163404532,19,2
629021163404532,20,3
629021163404532,20,3
629021163404532,25,4
629021163404532,25,4
629021163404532,27,5
629021163404532,27,5
629021163404532,49,6
629021163404532,49,6
629021163404532,50,7
629021163404532,50,7
629021163404532,77,8
629021163404532,77,8
629021163404532,78,9
629021163404532,78,9
629891163497995,11,0
629891163497995,11,0
629891163497995,12,1
629891163497995,12,1
629891163497995,45,2
629891163497995,45,2
629891163497995,49,3
629891163497995,49,3
629891163497995,50,4
629891163497995,50,4
630051163510712,18,0
630051163510712,23,1
630051163510712,92,2
630251163515603,13,0
630251163515603,13,0
630251163515603,14,1
630251163515603,14,1
630251163515603,18,2
630251163515603,18,2
630251163515603,21,3
630251163515603,21,3
630251163515603,58,4
630251163515603,58,4
630251163515603,116,5
630251163515603,116,5
63031022928945,18,0
63031022928945,21,1
63031022928945,27,2
63031022928945,29,3
63031022928945,32,4
63031022928945,36,5
63031022928945,48,6
63031022928945,49,7
63031022928945,50,8
63031022928945,55,9
63031022928945,69,10
63031022928945,84,11
63031022928945,7710,12
63041022929464,13,0
63041022929464,14,1
63041022929464,16,2
63041022929464,18,3
63041022929464,21,4
63041022929464,37,5
63041022929464,45,6
63041022929464,49,7
63041022929464,50,8
63041022929464,58,9
63041022929464,69,10
63041022929464,76,11
63041022929464,116,12
63041022929464,146,13
63041022929464,1609,14
63041022929464,7710,15
63041022929464,9948,16
63051022929691,14,0
63051022929691,14,0
63051022929691,16,1
63051022929691,16,1
63051022929691,21,2
63051022929691,21,2
63051022929691,24,3
63051022929691,24,3
63051022929691,48,4
63051022929691,48,4
63051022929691,49,5
63051022929691,49,5
63051022929691,50,6
63051022929691,50,6
63051022929691,56,7
63051022929691,56,7
63051022929691,58,8
63051022929691,58,8
63051022929691,76,9
63051022929691,76,9
63051022929691,116,10
63051022929691,116,10
631371163757585,15,0
631371163757585,16,1
631371163757585,18,2
631371163757585,19,3
631371163757585,27,4
631371163757585,42,5
631371163757585,69,6
631371163757585,71,7
631371163757585,83,8
631371163757585,124,9
632511163936581,11,0
632511163936581,32,1
632511163936581,151,2
632791163949661,14,0
632791163949661,21,1
632791163949661,49,2
632791163949661,50,3
632791163949661,61,4
632791163949661,107,5
632811163949927,19,0
632811163949927,23,1
632811163949927,29,2
632811163949927,32,3
632811163949927,42,4
632811163949927,44,5
632811163949927,48,6
632811163949927,49,7
632811163949927,50,8
632811163949927,71,9
632811163949927,83,10
632811163949927,9947,11
632811163949927,9948,12
634651164186555,11,0
634651164186555,13,1
634651164186555,14,2
634651164186555,50,3
634651164186555,156,4
634861164206338,13,0
634861164206338,14,1
634861164206338,18,2
634861164206338,21,3
634861164206338,32,4
634861164206338,66,5
634861164206338,138,6
634861164206338,7710,7
634921164207360,10,0
634921164207360,11,1
634921164207360,50,2
634971164207734,10,0
634971164207734,11,1
634971164207734,50,2
635071164208644,11,0
635071164208644,12,1
635071164208644,50,2
635851164293475,11,0
635851164293475,13,1
635851164293475,14,2
635851164293475,50,3
635851164293475,109,4
635851164293475,113,5
635851164293475,126,6
636731164378819,16,0
636731164378819,23,1
636731164378819,45,2
636731164378819,49,3
636731164378819,50,4
636731164378819,52,5
636731164378819,71,6
636771164379385,18,0
636771164379385,21,1
636771164379385,61,2
636771164379385,107,3
636771164379385,138,4
636771164379385,5999,5
63721023351778,10,0
63721023351778,11,1
63721023351778,32,2
63721023351778,45,3
63721023351778,50,4
63721023351778,9948,5
637281164468080,16,0
637281164468080,16,0
637281164468080,19,1
637281164468080,19,1
637281164468080,23,2
637281164468080,23,2
637281164468080,29,3
637281164468080,29,3
637281164468080,42,4
637281164468080,42,4
637281164468080,48,5
637281164468080,48,5
637281164468080,52,6
637281164468080,52,6
637281164468080,71,7
637281164468080,71,7
637281164468080,84,8
637281164468080,84,8
637281164468080,122,9
637281164468080,122,9
638161164700462,18,0
638161164700462,19,1
638161164700462,23,2
638161164700462,42,3
638161164700462,45,4
638161164700462,49,5
638161164700462,50,6
638161164700462,52,7
638161164700462,61,8
638161164700462,71,9
638751164792376,13,0
638751164792376,14,1
638751164792376,21,2
638751164792376,66,3
638751164792376,75,4
639111164874609,15,0
639111164874609,15,0
639111164874609,15,0
639111164874609,18,1
639111164874609,18,1
639111164874609,18,1
639111164874609,19,2
639111164874609,19,2
639111164874609,19,2
639111164874609,20,3
639111164874609,20,3
639111164874609,20,3
639111164874609,42,4
639111164874609,42,4
639111164874609,42,4
639111164874609,71,5
639111164874609,71,5
639111164874609,71,5
639111164874609,83,6
639111164874609,83,6
639111164874609,83,6
639111164874609,106,7
639111164874609,106,7
639111164874609,106,7
639111164874609,124,8
639111164874609,124,8
639111164874609,124,8
639131164875278,18,0
639131164875278,21,1
639131164875278,22,2
639131164875278,69,3
639131164875278,102,4
639131164875278,106,5
639131164875278,138,6
639141164875525,19,0
639141164875525,26,1
639141164875525,40,2
639141164875525,47,3
639141164875525,99,4
639151164875723,18,0
639151164875723,21,1
639151164875723,61,2
639151164875723,64,3
639151164875723,102,4
639151164875723,106,5
639151164875723,107,6
639151164875723,138,7
639161164875917,18,0
639161164875917,21,1
639161164875917,49,2
639161164875917,50,3
639161164875917,61,4
639161164875917,69,5
639161164875917,102,6
639161164875917,106,7
639231164878565,10,0
639231164878565,11,1
639231164878565,45,2
639231164878565,50,3
639911164965526,15,0
639911164965526,15,0
639911164965526,18,1
639911164965526,18,1
639911164965526,19,2
639911164965526,19,2
639911164965526,20,3
639911164965526,20,3
639911164965526,32,4
639911164965526,32,4
639911164965526,36,5
639911164965526,36,5
639911164965526,45,6
639911164965526,45,6
639911164965526,49,7
639911164965526,49,7
639911164965526,50,8
639911164965526,50,8
639911164965526,77,9
639911164965526,77,9
640741165065759,19,0
640741165065759,29,1
640741165065759,32,2
640741165065759,39,3
640741165065759,40,4
640741165065759,42,5
640741165065759,47,6
640741165065759,49,7
640741165065759,50,8
640741165065759,65,9
640741165065759,99,10
640741165065759,143,11
640741165065759,144,12
640741165065759,150,13
640741165065759,9948,14
64081023701963,19,0
64081023701963,28,1
64081023701963,29,2
64081023701963,32,3
64081023701963,36,4
64081023701963,42,5
64081023701963,46,6
64081023701963,48,7
64081023701963,50,8
64081023701963,110,9
64081023701963,144,10
641191165136506,13,0
641191165136506,14,1
641191165136506,18,2
641191165136506,21,3
641191165136506,27,4
641191165136506,58,5
641191165136506,99,6
641191165136506,138,7
641191165136506,144,8
641201165139477,19,0
641201165139477,20,1
641201165139477,23,2
641201165139477,28,3
641201165139477,29,4
641201165139477,32,5
641201165139477,42,6
641201165139477,45,7
641201165139477,48,8
641201165139477,53,9
641201165139477,57,10
641201165139477,108,11
64131023710968,10,0
64131023710968,10,0
64131023710968,11,1
64131023710968,11,1
64131023710968,32,2
64131023710968,32,2
64131023710968,50,3
64131023710968,50,3
64131023710968,57,4
64131023710968,57,4
641691165219471,13,0
641691165219471,14,1
641691165219471,19,2
641691165219471,20,3
641691165219471,32,4
641691165219471,45,5
641691165219471,48,6
641691165219471,51,7
641691165219471,57,8
641691165219471,144,9
641851165225840,16,0
641851165225840,16,0
641851165225840,18,1
641851165225840,18,1
641851165225840,21,2
641851165225840,21,2
641851165225840,22,3
641851165225840,22,3
641851165225840,29,4
641851165225840,29,4
641851165225840,66,5
641851165225840,66,5
641851165225840,72,6
641851165225840,72,6
641851165225840,7710,7
641851165225840,7710,7
641851165225840,9948,8
641851165225840,9948,8
641971165237923,15,0
641971165237923,18,1
641971165237923,29,2
641971165237923,32,3
641971165237923,36,4
641971165237923,45,5
641971165237923,68,6
641971165237923,71,7
641971165237923,77,8
641971165237923,86,9
641971165237923,110,10
641971165237923,124,11
641971165237923,125,12
642141165243156,18,0
642141165243156,18,0
642141165243156,19,1
642141165243156,19,1
642141165243156,32,2
642141165243156,32,2
642141165243156,40,3
642141165243156,40,3
642141165243156,42,4
642141165243156,42,4
642141165243156,47,5
642141165243156,47,5
642141165243156,50,6
642141165243156,50,6
642141165243156,55,7
642141165243156,55,7
642141165243156,56,8
642141165243156,56,8
642141165243156,144,9
642141165243156,144,9
642281165305621,13,0
642281165305621,14,1
642281165305621,18,2
642281165305621,21,3
642281165305621,27,4
642281165305621,37,5
642281165305621,58,6
642281165305621,138,7
642281165305621,144,8
642281165305621,1609,9
642781165334035,11,0
