recept,kategorija,mesto 
2981871450874962,50,6
2981871450874962,50,6
2981871450874962,57,7
2981871450874962,57,7
2981871450874962,71,8
2981871450874962,71,8
2981871450874962,112,9
2981871450874962,112,9
2981871450874962,140,10
2981871450874962,140,10
2981871450874962,7710,11
2981871450874962,7710,11
2982251450909634,11,0
2982251450909634,12,1
2982251450909634,50,2
2983231451115893,13,0
2983231451115893,14,1
2983231451115893,21,2
2983231451115893,50,3
2983231451115893,58,4
2983231451115893,69,5
2983891451167172,13,0
2983891451167172,14,1
2983891451167172,18,2
2983891451167172,32,3
2983891451167172,36,4
2983891451167172,144,5
2983891451167172,165,6
2984591451239846,18,0
2984591451239846,32,1
2984591451239846,34,2
2984591451239846,35,3
2984591451239846,57,4
2984591451239846,144,5
2984631451240524,13,0
2984631451240524,14,1
2984631451240524,18,2
2984631451240524,21,3
2984631451240524,32,4
2984631451240524,50,5
2984631451240524,56,6
2984631451240524,81,7
2984631451240524,138,8
2984631451240524,144,9
2984631451240524,165,10
2984631451240524,211,11
298491109561639,15,0
298491109561639,16,1
298491109561639,18,2
298491109561639,42,3
298491109561639,68,4
298491109561639,69,5
298571109584263,19,0
298571109584263,20,1
298571109584263,42,2
298571109584263,163,3
298611109586517,16,0
298611109586517,21,1
298611109586517,22,2
298611109586517,63,3
298611109586517,69,4
298611109586517,9947,5
298611109586517,9948,6
2986191451441145,11,0
2986191451441145,12,1
2986191451441145,14,2
2986191451441145,45,3
2986191451441145,49,4
2986191451441145,50,5
2986191451441145,126,6
2986191451441145,169,7
298671109599290,11,0
298671109599290,12,1
298681109599368,10,0
298681109599368,11,1
298691109599570,10,0
298691109599570,11,1
298691109599570,126,2
2987561451578976,13,0
2987561451578976,13,0
2987561451578976,14,1
2987561451578976,14,1
2987561451578976,18,2
2987561451578976,18,2
2987561451578976,21,3
2987561451578976,21,3
2987561451578976,32,4
2987561451578976,32,4
2987561451578976,81,5
2987561451578976,81,5
2987561451578976,144,6
2987561451578976,144,6
2987561451578976,165,7
2987561451578976,165,7
2987941451654802,10,0
2987941451654802,10,0
2987941451654802,11,1
2987941451654802,11,1
2987941451654802,12,2
2987941451654802,12,2
2987941451654802,27,3
2987941451654802,27,3
2987941451654802,45,4
2987941451654802,45,4
2987941451654802,109,5
2987941451654802,109,5
2988581451734577,11,0
2988581451734577,12,1
2988581451734577,45,2
2988581451734577,50,3
2988921451754314,13,0
2988921451754314,13,0
2988921451754314,14,1
2988921451754314,14,1
2988921451754314,21,2
2988921451754314,21,2
2988921451754314,23,3
2988921451754314,23,3
2988921451754314,58,4
2988921451754314,58,4
2989131451763217,15,0
2989131451763217,18,1
2989131451763217,27,2
2989131451763217,32,3
2989131451763217,50,4
2989131451763217,77,5
2989131451763217,78,6
2989131451763217,109,7
2990561451909354,13,0
2990561451909354,13,0
2990561451909354,14,1
2990561451909354,14,1
2990561451909354,18,2
2990561451909354,18,2
2990561451909354,21,3
2990561451909354,21,3
2990561451909354,50,4
2990561451909354,50,4
2990561451909354,58,5
2990561451909354,58,5
2990561451909354,66,6
2990561451909354,66,6
2990951451934428,15,0
2990951451934428,18,1
2990951451934428,32,2
2990951451934428,49,3
2990951451934428,50,4
2990951451934428,51,5
2990951451934428,55,6
2990951451934428,56,7
2990951451934428,110,8
2990951451934428,112,9
2990951451934428,124,10
2990951451934428,9947,11
2990951451934428,9948,12
299101109637494,11,0
299101109637494,12,1
299101109637494,95,2
2991321451954920,19,0
2991321451954920,20,1
2991321451954920,21,2
2991321451954920,45,3
2991321451954920,50,4
2991321451954920,59,5
2991321451954920,71,6
2991601451996723,18,0
2991601451996723,19,1
2991601451996723,32,2
2991601451996723,42,3
2991601451996723,71,4
299161109640356,15,0
299161109640356,15,0
299161109640356,16,1
299161109640356,16,1
299161109640356,18,2
299161109640356,18,2
299161109640356,74,3
299161109640356,74,3
2991621451997418,16,0
2991621451997418,16,0
2991621451997418,18,1
2991621451997418,18,1
2991621451997418,21,2
2991621451997418,21,2
2991621451997418,49,3
2991621451997418,49,3
2991621451997418,50,4
2991621451997418,50,4
2991621451997418,55,5
2991621451997418,55,5
2991621451997418,58,6
2991621451997418,58,6
2991621451997418,59,7
2991621451997418,59,7
2991621451997418,69,8
2991621451997418,69,8
2991621451997418,112,9
2991621451997418,112,9
2991621451997418,9948,10
2991621451997418,9948,10
299191109642507,11,0
299191109642507,50,1
299191109642507,151,2
2992281452042981,13,0
2992281452042981,14,1
2992281452042981,18,2
2992281452042981,21,3
2992281452042981,58,4
2992281452042981,81,5
2992281452042981,116,6
2992281452042981,138,7
2993651452180499,18,0
2993651452180499,21,1
2993651452180499,22,2
2993651452180499,34,3
2993651452180499,35,4
2993651452180499,45,5
2993651452180499,46,6
2993651452180499,69,7
2993651452180499,83,8
2993701452184177,18,0
2993701452184177,21,1
2993701452184177,23,2
2993701452184177,32,3
2993701452184177,36,4
2993701452184177,49,5
2993701452184177,50,6
2993701452184177,68,7
2993701452184177,83,8
2993701452184177,138,9
2994251452257445,18,0
2994251452257445,21,1
2994251452257445,46,2
2994251452257445,50,3
2994251452257445,52,4
2994251452257445,69,5
2994251452257445,80,6
2994251452257445,109,7
2994331452259070,18,0
2994331452259070,21,1
2994331452259070,22,2
2994331452259070,45,3
2994331452259070,46,4
2994331452259070,49,5
2994331452259070,50,6
2994331452259070,59,7
2994331452259070,69,8
2994331452259070,83,9
2994331452259070,211,10
2994361452259759,14,0
2994361452259759,14,0
2994361452259759,18,1
2994361452259759,18,1
2994361452259759,21,2
2994361452259759,21,2
2994361452259759,22,3
2994361452259759,22,3
2994361452259759,24,4
2994361452259759,24,4
2994361452259759,46,5
2994361452259759,46,5
2994361452259759,50,6
2994361452259759,50,6
2994361452259759,69,7
2994361452259759,69,7
2994361452259759,83,8
2994361452259759,83,8
2994401452261307,18,0
2994401452261307,21,1
2994401452261307,22,2
2994401452261307,46,3
2994401452261307,50,4
2994401452261307,52,5
2994401452261307,69,6
2994401452261307,83,7
2994411452261741,18,0
2994411452261741,21,1
2994411452261741,46,2
2994411452261741,50,3
2994411452261741,52,4
2994411452261741,59,5
2994411452261741,83,6
2994411452261741,144,7
2994741452287048,11,0
2994741452287048,12,1
2994741452287048,50,2
2995411452365292,18,0
2995411452365292,21,1
2995411452365292,27,2
2995411452365292,32,3
2995411452365292,50,4
2995411452365292,63,5
2995931452430804,15,0
2995931452430804,15,0
2995931452430804,18,1
2995931452430804,18,1
2995931452430804,32,2
2995931452430804,32,2
2995931452430804,64,3
2995931452430804,64,3
2995931452430804,99,4
2995931452430804,99,4
2995931452430804,144,5
2995931452430804,144,5
2995931452430804,7346,6
2995931452430804,7346,6
2996611452511165,15,0
2996611452511165,18,1
2996611452511165,27,2
2996611452511165,32,3
2996611452511165,71,4
2996611452511165,78,5
2996611452511165,124,6
2996921452531640,15,0
2996921452531640,18,1
2996921452531640,32,2
2996921452531640,49,3
2996921452531640,50,4
2996921452531640,57,5
2996921452531640,77,6
2996921452531640,109,7
2997201452548036,18,0
2997201452548036,21,1
2997201452548036,22,2
2997201452548036,50,3
2997201452548036,59,4
2997201452548036,64,5
2997201452548036,66,6
2997201452548036,99,7
2997201452548036,110,8
2997201452548036,112,9
2997371452589469,18,0
2997371452589469,21,1
2997371452589469,45,2
2997371452589469,46,3
2997371452589469,49,4
2997371452589469,50,5
2997371452589469,59,6
2997371452589469,69,7
2997371452589469,71,8
2997371452589469,83,9
2997391452589990,18,0
2997391452589990,21,1
2997391452589990,22,2
2997391452589990,46,3
2997391452589990,50,4
2997391452589990,52,5
2997391452589990,59,6
2997391452589990,69,7
2997391452589990,83,8
2997561452604004,18,0
2997561452604004,21,1
2997561452604004,40,2
2997561452604004,45,3
2997561452604004,47,4
2997561452604004,58,5
2997561452604004,83,6
2997561452604004,140,7
2997561452604004,144,8
2998201452680236,15,0
2998201452680236,18,1
2998201452680236,32,2
299911109769723,14,0
299911109769723,40,1
299911109769723,41,2
299911109769723,47,3
299911109769723,144,4
2999181452778342,14,0
2999181452778342,18,1
2999181452778342,21,2
2999181452778342,22,3
2999181452778342,37,4
2999181452778342,50,5
2999181452778342,144,6
2999181452778342,1609,7
2999211452779665,10,0
2999211452779665,11,1
2999211452779665,50,2
30001008083993,13,0
30001008083993,14,1
30001008083993,32,2
30001008083993,90,3
30001008083993,104,4
3001151452976151,14,0
3001151452976151,18,1
3001151452976151,21,2
3001151452976151,23,3
3001151452976151,32,4
3001151452976151,34,5
3001151452976151,35,6
3001151452976151,50,7
3001151452976151,57,8
3001151452976151,79,9
3001151452976151,100,10
3001151452976151,110,11
3001151452976151,148,12
3001491453035756,11,0
3001491453035756,12,1
3001491453035756,27,2
3001491453035756,49,3
3001491453035756,50,4
3001491453035756,113,5
3002861453143364,14,0
3002861453143364,18,1
3002861453143364,21,2
3002861453143364,32,3
3002861453143364,56,4
3002861453143364,64,5
3002861453143364,66,6
3002861453143364,81,7
3002861453143364,99,8
3002861453143364,138,9
3005341453392568,15,0
3005341453392568,15,0
3005341453392568,18,1
3005341453392568,18,1
3005341453392568,19,2
3005341453392568,19,2
3005341453392568,20,3
3005341453392568,20,3
3005341453392568,32,4
3005341453392568,32,4
3005341453392568,49,5
3005341453392568,49,5
3005341453392568,50,6
3005341453392568,50,6
3005341453392568,64,7
3005341453392568,64,7
3005341453392568,77,8
3005341453392568,77,8
3005341453392568,99,9
3005341453392568,99,9
3008011453662281,14,0
3008011453662281,18,1
3008011453662281,21,2
3008011453662281,24,3
3008011453662281,32,4
3008011453662281,40,5
3008011453662281,54,6
3008011453662281,55,7
3008011453662281,56,8
3008011453662281,57,9
3008011453662281,140,10
3008011453662281,143,11
3008011453662281,144,12
3008011453662281,169,13
3008191453673821,13,0
3008191453673821,14,1
3008191453673821,18,2
3008191453673821,21,3
3008191453673821,32,4
3008191453673821,37,5
3008191453673821,50,6
3008191453673821,144,7
3008191453673821,1609,8
3008311453717281,15,0
3008311453717281,18,1
3008311453717281,32,2
3008311453717281,36,3
3008311453717281,49,4
3008311453717281,50,5
3008311453717281,94,6
3008311453717281,124,7
3008311453717281,144,8
3008341453720157,15,0
3008341453720157,15,0
3008341453720157,15,0
3008341453720157,16,1
3008341453720157,16,1
3008341453720157,16,1
3008341453720157,18,2
3008341453720157,18,2
3008341453720157,18,2
3008341453720157,21,3
3008341453720157,21,3
3008341453720157,21,3
3008341453720157,22,4
3008341453720157,22,4
3008341453720157,22,4
3008341453720157,59,5
3008341453720157,59,5
3008341453720157,59,5
3008341453720157,69,6
3008341453720157,69,6
3008341453720157,69,6
3008341453720157,112,7
3008341453720157,112,7
3008341453720157,112,7
3008341453720157,124,8
3008341453720157,124,8
3008341453720157,124,8
3008341453720157,9947,9
3008341453720157,9947,9
3008341453720157,9947,9
3008341453720157,9948,10
3008341453720157,9948,10
3008341453720157,9948,10
3009061453745388,13,0
3009061453745388,14,1
3009061453745388,18,2
3009061453745388,21,3
3009061453745388,58,4
3009061453745388,107,5
3009061453745388,138,6
3009061453745388,165,7
3011051453974211,18,0
3011051453974211,18,0
3011051453974211,19,1
3011051453974211,19,1
3011051453974211,21,2
3011051453974211,21,2
3011051453974211,23,3
3011051453974211,23,3
3011051453974211,32,4
3011051453974211,32,4
3011051453974211,36,5
3011051453974211,36,5
3011051453974211,42,6
3011051453974211,42,6
3011051453974211,49,7
3011051453974211,49,7
3011051453974211,50,8
3011051453974211,50,8
3011051453974211,64,9
3011051453974211,64,9
3011051453974211,99,10
3011051453974211,99,10
3012261454063332,16,0
3012261454063332,16,0
3012261454063332,18,1
3012261454063332,18,1
3012261454063332,21,2
3012261454063332,21,2
3012261454063332,46,3
3012261454063332,46,3
3012261454063332,49,4
3012261454063332,49,4
3012261454063332,50,5
3012261454063332,50,5
3012261454063332,59,6
3012261454063332,59,6
3012261454063332,69,7
3012261454063332,69,7
3012261454063332,71,8
3012261454063332,71,8
3012261454063332,155,9
3012261454063332,155,9
3012261454063332,211,10
3012261454063332,211,10
301241110062751,11,0
301241110062751,32,1
301241110062751,50,2
301241110062751,57,3
301241110062751,79,4
3013511454175202,13,0
3013511454175202,14,1
3013511454175202,18,2
3013511454175202,21,3
3013511454175202,22,4
3013511454175202,37,5
3013511454175202,66,6
3013511454175202,1609,7
3014131454242166,18,0
3014131454242166,18,0
3014131454242166,19,1
3014131454242166,19,1
3014131454242166,23,2
3014131454242166,23,2
3014131454242166,29,3
3014131454242166,29,3
3014131454242166,32,4
3014131454242166,32,4
3014131454242166,36,5
3014131454242166,36,5
3014131454242166,42,6
3014131454242166,42,6
3014131454242166,43,7
3014131454242166,43,7
3014131454242166,49,8
3014131454242166,49,8
3014131454242166,50,9
3014131454242166,50,9
3014131454242166,57,10
3014131454242166,57,10
3014131454242166,71,11
3014131454242166,71,11
3015761454343372,14,0
3015761454343372,14,0
3015761454343372,18,1
3015761454343372,18,1
3015761454343372,21,2
3015761454343372,21,2
3015761454343372,36,3
3015761454343372,36,3
3015761454343372,58,4
3015761454343372,58,4
3015761454343372,59,5
3015761454343372,59,5
3015761454343372,61,6
3015761454343372,61,6
3015761454343372,79,7
3015761454343372,79,7
3015761454343372,116,8
3015761454343372,116,8
3015761454343372,123,9
3015761454343372,123,9
3015761454343372,3818,10
3015761454343372,3818,10
3017351454519857,15,0
3017351454519857,15,0
3017351454519857,18,1
3017351454519857,18,1
3017351454519857,32,2
3017351454519857,32,2
3017351454519857,36,3
3017351454519857,36,3
3017351454519857,38,4
3017351454519857,38,4
3017351454519857,50,5
3017351454519857,50,5
3017351454519857,115,6
3017351454519857,115,6
301781110210561,11,0
301781110210561,50,1
301781110210561,109,2
301781110210561,121,3
3018271454614261,14,0
3018271454614261,16,1
3018271454614261,18,2
3018271454614261,21,3
3018271454614261,49,4
3018271454614261,50,5
3018271454614261,58,6
3018271454614261,123,7
3018271454614261,144,8
3018271454614261,9947,9
3018271454614261,9948,10
3018621454677043,16,0
3018621454677043,18,1
3018621454677043,21,2
3018621454677043,22,3
3018621454677043,74,4
3018621454677043,137,5
3018621454677043,155,6
3018621454677043,165,7
3018621454677043,9947,8
3018621454677043,9948,9
3019381454770041,10,0
3019381454770041,11,1
3019381454770041,50,2
3019931454839160,16,0
3019931454839160,21,1
3019931454839160,23,2
3019931454839160,50,3
3019931454839160,55,4
3019931454839160,56,5
3019931454839160,61,6
3019931454839160,82,7
3019931454839160,83,8
3019931454839160,112,9
3019931454839160,9947,10
3019931454839160,9948,11
3020291454854303,11,0
3020291454854303,32,1
3020291454854303,50,2
3020291454854303,57,3
3020291454854303,144,4
3020291454854303,150,5
3020291454854303,243,6
3020291454854303,245,7
3020291454854303,252,8
3020291454854303,275,9
3020291454854303,313,10
3020291454854303,1456,11
3020291454854303,1701,12
3020291454854303,3817,13
3020421454862539,18,0
3020421454862539,19,1
3020421454862539,40,2
3020421454862539,42,3
3020421454862539,47,4
3020421454862539,64,5
3020421454862539,144,6
3020601454869096,16,0
3020601454869096,21,1
3020601454869096,38,2
3020601454869096,50,3
3020601454869096,59,4
3020601454869096,136,5
3020601454869096,9948,6
3020671454870698,13,0
3020671454870698,14,1
3020671454870698,21,2
3020671454870698,22,3
3020671454870698,50,4
3020671454870698,59,5
3020671454870698,144,6
3021111454936507,15,0
3021111454936507,18,1
3021111454936507,21,2
3021111454936507,32,3
3021111454936507,37,4
3021111454936507,50,5
3021111454936507,57,6
3021111454936507,69,7
3021111454936507,71,8
3021111454936507,74,9
3021111454936507,1609,10
3022441455040863,19,0
3022441455040863,21,1
3022441455040863,22,2
3022441455040863,26,3
3022441455040863,42,4
3022441455040863,50,5
3022441455040863,59,6
3022441455040863,71,7
3022441455040863,80,8
3022441455040863,134,9
3022451455041463,14,0
3022451455041463,21,1
3022451455041463,22,2
3022451455041463,24,3
3022451455041463,49,4
3022451455041463,50,5
3022451455041463,76,6
3022451455041463,116,7
3022451455041463,211,8
3022471455042071,14,0
3022471455042071,18,1
3022471455042071,21,2
3022471455042071,24,3
3022471455042071,48,4
3022471455042071,49,5
3022471455042071,50,6
3022471455042071,69,7
3022471455042071,140,8
3022511455043635,18,0
3022511455043635,18,0
3022511455043635,19,1
3022511455043635,19,1
3022511455043635,32,2
3022511455043635,32,2
3022511455043635,40,3
3022511455043635,40,3
3022511455043635,42,4
3022511455043635,42,4
3022511455043635,47,5
3022511455043635,47,5
3022511455043635,50,6
3022511455043635,50,6
3022511455043635,64,7
3022511455043635,64,7
3022511455043635,99,8
3022511455043635,99,8
3022511455043635,144,9
3022511455043635,144,9
3022551455044408,16,0
3022551455044408,16,0
3022551455044408,18,1
3022551455044408,18,1
3022551455044408,21,2
3022551455044408,21,2
3022551455044408,49,3
3022551455044408,49,3
3022551455044408,50,4
3022551455044408,50,4
3022551455044408,58,5
3022551455044408,58,5
3022551455044408,109,6
3022551455044408,109,6
3022551455044408,112,7
3022551455044408,112,7
3022551455044408,144,8
3022551455044408,144,8
3022551455044408,9948,9
3022551455044408,9948,9
3022611455046828,18,0
3022611455046828,32,1
3022611455046828,34,2
3022611455046828,35,3
3022611455046828,36,4
3022611455046828,50,5
3022611455046828,57,6
3022611455046828,144,7
3022631455047855,15,0
3022631455047855,18,1
3022631455047855,32,2
3022631455047855,36,3
3022631455047855,49,4
3022631455047855,50,5
3022631455047855,83,6
3022631455047855,165,7
3023041455110341,18,0
3023041455110341,21,1
3023041455110341,32,2
3023041455110341,50,3
3023041455110341,57,4
3023041455110341,81,5
3023041455110341,138,6
3023041455110341,144,7
3023041455110341,165,8
3024291455212467,16,0
3024291455212467,18,1
3024291455212467,21,2
3024291455212467,30,3
3024291455212467,50,4
3024291455212467,58,5
3024291455212467,9947,6
3024291455212467,9948,7
3024371455216473,15,0
3024371455216473,15,0
3024371455216473,18,1
3024371455216473,18,1
3024371455216473,25,2
3024371455216473,25,2
3024371455216473,48,3
3024371455216473,48,3
3024371455216473,61,4
3024371455216473,61,4
3024371455216473,110,5
3024371455216473,110,5
3026401455451617,18,0
3026401455451617,19,1
3026401455451617,23,2
3026401455451617,32,3
3026401455451617,36,4
3026401455451617,42,5
3026401455451617,83,6
3026401455451617,9948,7
3026511455456867,13,0
3026511455456867,13,0
3026511455456867,14,1
3026511455456867,14,1
3026511455456867,32,2
3026511455456867,32,2
3026511455456867,34,3
3026511455456867,34,3
3026511455456867,35,4
3026511455456867,35,4
3026511455456867,50,5
3026511455456867,50,5
3026511455456867,243,6
3026511455456867,243,6
3026511455456867,245,7
3026511455456867,245,7
3026511455456867,313,8
3026511455456867,313,8
3026511455456867,1456,9
3026511455456867,1456,9
3026511455456867,3817,10
3026511455456867,3817,10
3026581455459095,13,0
3026581455459095,14,1
3026581455459095,18,2
3026581455459095,19,3
3026581455459095,32,4
3026581455459095,42,5
3026581455459095,52,6
3026581455459095,57,7
3026581455459095,71,8
3026581455459095,134,9
3027621455546920,13,0
3027621455546920,14,1
3027621455546920,18,2
3027621455546920,21,3
3027621455546920,32,4
3027621455546920,57,5
3027621455546920,107,6
3027661455549025,13,0
3027661455549025,14,1
3027661455549025,18,2
3027661455549025,21,3
3027661455549025,49,4
3027661455549025,50,5
3027661455549025,58,6
3027661455549025,107,7
3027661455549025,123,8
3027661455549025,138,9
3028981455648472,10,0
3028981455648472,11,1
3028981455648472,50,2
302901110480657,16,0
302901110480657,18,1
302901110480657,21,2
302901110480657,37,3
302901110480657,49,4
302901110480657,50,5
302901110480657,58,6
302901110480657,144,7
302901110480657,1609,8
3029781455721031,14,0
3029781455721031,18,1
3029781455721031,32,2
3029781455721031,50,3
3029781455721031,57,4
3029781455721031,150,5
3029781455721031,243,6
3029781455721031,245,7
3029781455721031,313,8
3029781455721031,1456,9
3029781455721031,3817,10
3029781455721031,7710,11
3029781455721031,9947,12
3029781455721031,9948,13
3030581455802968,11,0
3030581455802968,27,1
3030581455802968,32,2
3030581455802968,50,3
3030581455802968,57,4
3030581455802968,109,5
3030581455802968,113,6
3030581455802968,7710,7
3031381455879937,11,0
3031381455879937,32,1
3031381455879937,50,2
3031381455879937,57,3
3031381455879937,109,4
3031381455879937,113,5
3031491455886003,16,0
3031491455886003,16,0
3031491455886003,18,1
3031491455886003,18,1
3031491455886003,21,2
3031491455886003,21,2
3031491455886003,50,3
3031491455886003,50,3
3031491455886003,53,4
3031491455886003,53,4
3031491455886003,59,5
3031491455886003,59,5
3031491455886003,144,6
3031491455886003,144,6
3033101456041029,14,0
3033101456041029,15,1
3033101456041029,18,2
3033101456041029,32,3
3033101456041029,42,4
3033101456041029,49,5
3033101456041029,50,6
3033101456041029,55,7
3033101456041029,56,8
3033101456041029,107,9
3033411456059781,16,0
3033411456059781,16,0
3033411456059781,18,1
3033411456059781,18,1
3033411456059781,21,2
3033411456059781,21,2
3033411456059781,22,3
3033411456059781,22,3
3033411456059781,55,4
3033411456059781,55,4
3033411456059781,56,5
3033411456059781,56,5
3033411456059781,81,6
3033411456059781,81,6
3033411456059781,112,7
3033411456059781,112,7
3033411456059781,144,8
3033411456059781,144,8
3033411456059781,9948,9
3033411456059781,9948,9
3034241456096784,11,0
3034241456096784,12,1
3034241456096784,27,2
3034241456096784,32,3
3034241456096784,49,4
3034241456096784,50,5
3034241456096784,57,6
3034241456096784,126,7
3034951456165150,13,0
3034951456165150,13,0
3034951456165150,14,1
3034951456165150,14,1
3034951456165150,18,2
3034951456165150,18,2
3034951456165150,21,3
3034951456165150,21,3
3034951456165150,32,4
3034951456165150,32,4
3034951456165150,34,5
3034951456165150,34,5
3034951456165150,49,6
3034951456165150,49,6
3034951456165150,50,7
3034951456165150,50,7
3034951456165150,57,8
3034951456165150,57,8
3034951456165150,144,9
3034951456165150,144,9
3034951456165150,211,10
3034951456165150,211,10
3034971456166023,15,0
3034971456166023,18,1
3034971456166023,32,2
3034971456166023,42,3
3034971456166023,68,4
3034971456166023,83,5
3034971456166023,124,6
3036041456250204,11,0
3036041456250204,12,1
3036041456250204,45,2
3036041456250204,50,3
3036201456256317,11,0
3036201456256317,50,1
3036201456256317,151,2
3036991456326306,18,0
3036991456326306,21,1
3036991456326306,26,2
3036991456326306,28,3
3036991456326306,29,4
3036991456326306,80,5
3036991456326306,144,6
3036991456326306,9948,7
3037751456412374,11,0
3037751456412374,49,1
3037751456412374,50,2
3037751456412374,53,3
3037751456412374,90,4
3037751456412374,109,5
3037751456412374,113,6
3038271456473688,16,0
3038271456473688,21,1
3038271456473688,58,2
3038271456473688,69,3
3038271456473688,112,4
3038271456473688,7710,5
3038271456473688,9948,6
3038821456509321,14,0
3038821456509321,18,1
3038821456509321,21,2
3038821456509321,22,3
3038821456509321,26,4
3038821456509321,58,5
3038821456509321,59,6
3038821456509321,61,7
3038821456509321,80,8
3038821456509321,116,9
3038821456509321,123,10
3038821456509321,140,11
303921110629563,13,0
303921110629563,14,1
303921110629563,18,2
303921110629563,21,3
303921110629563,32,4
303921110629563,36,5
303921110629563,48,6
303921110629563,55,7
303921110629563,56,8
303921110629563,57,9
303921110629563,116,10
3039601456600845,14,0
3039601456600845,18,1
3039601456600845,21,2
3039601456600845,24,3
3039601456600845,31,4
3039601456600845,32,5
3039601456600845,40,6
3039601456600845,49,7
3039601456600845,50,8
3039601456600845,123,9
3039601456600845,144,10
3039601456600845,165,11
3039711456645264,18,0
3039711456645264,21,1
3039711456645264,22,2
3039711456645264,28,3
3039711456645264,29,4
3039711456645264,66,5
3041091456747806,11,0
3041091456747806,50,1
3041091456747806,109,2
3041091456747806,113,3
3041571456812605,10,0
3041571456812605,11,1
3041571456812605,50,2
3042851456940779,13,0
3042851456940779,13,0
3042851456940779,14,1
3042851456940779,14,1
3042851456940779,18,2
3042851456940779,18,2
3042851456940779,21,3
3042851456940779,21,3
3042851456940779,23,4
3042851456940779,23,4
3042851456940779,32,5
3042851456940779,32,5
3042851456940779,36,6
3042851456940779,36,6
3042851456940779,136,7
3042851456940779,136,7
3043121456989988,14,0
3043121456989988,14,0
3043121456989988,15,1
3043121456989988,15,1
3043121456989988,18,2
3043121456989988,18,2
3043121456989988,32,3
3043121456989988,32,3
3043121456989988,42,4
3043121456989988,42,4
3043121456989988,49,5
3043121456989988,49,5
3043121456989988,50,6
3043121456989988,50,6
3043121456989988,57,7
3043121456989988,57,7
3043121456989988,69,8
3043121456989988,69,8
3043121456989988,123,9
3043121456989988,123,9
3043401457012194,16,0
3043401457012194,18,1
3043401457012194,21,2
3043401457012194,50,3
3043401457012194,58,4
3043401457012194,69,5
3043401457012194,112,6
3043401457012194,140,7
3043401457012194,9947,8
3043401457012194,9948,9
3043751457044725,14,0
3043751457044725,14,0
3043751457044725,18,1
3043751457044725,18,1
3043751457044725,21,2
3043751457044725,21,2
3043751457044725,22,3
3043751457044725,22,3
3043751457044725,59,4
3043751457044725,59,4
3043751457044725,69,5
3043751457044725,69,5
3044001457086908,18,0
3044001457086908,32,1
3044001457086908,45,2
3044001457086908,49,3
3044001457086908,50,4
3044001457086908,69,5
3044001457086908,71,6
3044001457086908,74,7
3044001457086908,83,8
3044001457086908,211,9
3044551457122890,11,0
3044551457122890,12,1
3044551457122890,109,2
3044731457134499,18,0
3044731457134499,18,0
3044731457134499,19,1
3044731457134499,19,1
3044731457134499,21,2
3044731457134499,21,2
3044731457134499,23,3
3044731457134499,23,3
3044731457134499,27,4
3044731457134499,27,4
3044731457134499,42,5
3044731457134499,42,5
3044731457134499,45,6
3044731457134499,45,6
3044731457134499,49,7
3044731457134499,49,7
3044731457134499,50,8
3044731457134499,50,8
3044731457134499,59,9
3044731457134499,59,9
3044731457134499,71,10
3044731457134499,71,10
3044731457134499,83,11
3044731457134499,83,11
3044731457134499,112,12
3044731457134499,112,12
3046201457270072,10,0
3046201457270072,11,1
3046201457270072,50,2
3046201457270072,109,3
3046601457284432,15,0
3046601457284432,15,0
3046601457284432,18,1
3046601457284432,18,1
3046601457284432,77,2
3046601457284432,77,2
3046601457284432,94,3
3046601457284432,94,3
3046601457284432,109,4
3046601457284432,109,4
3046601457284432,124,5
3046601457284432,124,5
3046601457284432,144,6
3046601457284432,144,6
3046781457290954,13,0
3046781457290954,13,0
3046781457290954,14,1
3046781457290954,14,1
3046781457290954,18,2
3046781457290954,18,2
3046781457290954,21,3
3046781457290954,21,3
3046781457290954,32,4
3046781457290954,32,4
3046781457290954,48,5
3046781457290954,48,5
3046781457290954,49,6
3046781457290954,49,6
3046781457290954,50,7
3046781457290954,50,7
3046781457290954,116,8
3046781457290954,116,8
304731110749292,11,0
304731110749292,27,1
304731110749292,32,2
304731110749292,50,3
304731110749292,57,4
304731110749292,109,5
304731110749292,151,6
3047771457379466,13,0
3047771457379466,14,1
3047771457379466,18,2
3047771457379466,21,3
3047771457379466,59,4
3047771457379466,66,5
3047771457379466,81,6
3048141457447881,15,0
3048141457447881,15,0
3048141457447881,15,0
3048141457447881,18,1
3048141457447881,18,1
3048141457447881,18,1
3048141457447881,19,2
3048141457447881,19,2
3048141457447881,19,2
3048141457447881,20,3
3048141457447881,20,3
3048141457447881,20,3
3048141457447881,27,4
3048141457447881,27,4
3048141457447881,27,4
3048141457447881,32,5
3048141457447881,32,5
3048141457447881,32,5
3048141457447881,36,6
3048141457447881,36,6
3048141457447881,36,6
3048141457447881,49,7
3048141457447881,49,7
3048141457447881,49,7
3048141457447881,50,8
3048141457447881,50,8
3048141457447881,50,8
3048141457447881,71,9
3048141457447881,71,9
3048141457447881,71,9
3048141457447881,78,10
3048141457447881,78,10
3048141457447881,78,10
3048141457447881,124,11
3048141457447881,124,11
3048141457447881,124,11
3048141457447881,211,12
3048141457447881,211,12
3048141457447881,211,12
3048141457447881,9947,13
3048141457447881,9947,13
3048141457447881,9947,13
3048141457447881,9948,14
3048141457447881,9948,14
3048141457447881,9948,14
3048161457448126,18,0
3048161457448126,21,1
3048161457448126,30,2
3048161457448126,32,3
3048161457448126,50,4
