id,title,num_votes,rating,url,time,difficulty,info
2766911428603391,Indisches Butter Chicken aus dem Ofen,2950,4.83,https://www.chefkoch.de/rezepte/2766911428603391/Indisches-Butter-Chicken-aus-dem-Ofen.html,30,1,Unbekannt
2855641437673230,Makhani Hähnchen,316,4.63,https://www.chefkoch.de/rezepte/2855641437673230/Makhani-Haehnchen.html,60,1,"leckeres Curry, für Gäste geeignet"
2344181372936417,"Scharfes indisches Gemüsecurry mit Zwiebeln, Blattspinat und Blumenkohl,",79,4.44,https://www.chefkoch.de/rezepte/2344181372936417/Scharfes-indisches-Gemuesecurry-mit-Zwiebeln-Blattspinat-und-Blumenkohl.html,45,1,"vegan, 5 bis 6 Portionen je nach Esser"
1392701244280254,Dal Makhani,101,4.76,https://www.chefkoch.de/rezepte/1392701244280254/Dal-Makhani.html,15,1,"Indische Linsen, scharf"
2138301343656711,Naanbrot,385,4.8,https://www.chefkoch.de/rezepte/2138301343656711/Naanbrot.html,30,0,indisches Fladenbrot
245681098377620,Indisches Chicken Korma,799,4.67,https://www.chefkoch.de/rezepte/245681098377620/Indisches-Chicken-Korma.html,40,1,Unbekannt
3207211477346212,Schnelles Spinat-Kichererbsen-Gericht,514,4.59,https://www.chefkoch.de/rezepte/3207211477346212/Schnelles-Spinat-Kichererbsen-Gericht.html,15,0,"auf indische Art, lecker, cremig, 100% vegan und ganz schnell gemacht"
3274371486501413,Veganes Soja-&quot;Chicken&quot;-Korma,221,4.82,https://www.chefkoch.de/rezepte/3274371486501413/Veganes-Soja-Chicken-Korma.html,30,1,der indische Klassiker in veganer Version
2033501329494843,Spitzkohl-Curry,708,4.65,https://www.chefkoch.de/rezepte/2033501329494843/Spitzkohl-Curry.html,25,1,"ein würziges veganes Essen, das auch Fleischesser nichts vermissen lässt"
2801191432230478,Dal - Rote Linsen,146,4.64,https://www.chefkoch.de/rezepte/2801191432230478/Dal-Rote-Linsen.html,10,0,"vegan, mit Kokosmilch, ohne Öl"
1530241258527897,Linsen-Mangold-Curry,771,4.63,https://www.chefkoch.de/rezepte/1530241258527897/Linsen-Mangold-Curry.html,20,1,Unbekannt
401011129141915,Hähnchencurry indisch in Kokosnussmilch,854,4.63,https://www.chefkoch.de/rezepte/401011129141915/Haehnchencurry-indisch-in-Kokosnussmilch.html,20,1,Murg Kari
967271202388567,Hühnchencurry mit Kichererbsen und Mangostücken,231,4.53,https://www.chefkoch.de/rezepte/967271202388567/Huehnchencurry-mit-Kichererbsen-und-Mangostuecken.html,20,1,Unbekannt
967261202388278,Curry-Gewürzmischung nach Madras Art,36,4.34,https://www.chefkoch.de/rezepte/967261202388278/Curry-Gewuerzmischung-nach-Madras-Art.html,10,0,Unbekannt
2686111421307206,"Raffiniertes Curry mit Mango, Kürbis und Cashewkernen",34,4.28,https://www.chefkoch.de/rezepte/2686111421307206/Raffiniertes-Curry-mit-Mango-Kuerbis-und-Cashewkernen.html,20,1,Unbekannt
3359571499553895,Butter-Chicken,71,4.78,https://www.chefkoch.de/rezepte/3359571499553895/Butter-Chicken.html,15,0,wie beim Inder
161881070529426,"Ghee bzw. Butterschmalz, selber hergestellt",224,4.73,https://www.chefkoch.de/rezepte/161881070529426/Ghee-bzw-Butterschmalz-selber-hergestellt.html,5,0,Unbekannt
2971051449674908,Indisches Kokos-Minz-Hähnchen,22,4.71,https://www.chefkoch.de/rezepte/2971051449674908/Indisches-Kokos-Minz-Haehnchen.html,15,1,Unbekannt
3205181477080543,Tandoori Masala Chicken Curry,49,4.69,https://www.chefkoch.de/rezepte/3205181477080543/Tandoori-Masala-Chicken-Curry.html,45,2,Unbekannt
1430761247928622,Palak Paneer,397,4.68,https://www.chefkoch.de/rezepte/1430761247928622/Palak-Paneer.html,30,1,"Rezept von einer Inderin, Spinat mit indischem Frischkäse"
583151157447595,Indisches Hähnchencurry mit Kichererbsen,329,4.68,https://www.chefkoch.de/rezepte/583151157447595/Indisches-Haehnchencurry-mit-Kichererbsen.html,30,1,von einem Freund aus England
2817711433771826,Fluffiges Naan Brot,193,4.66,https://www.chefkoch.de/rezepte/2817711433771826/Fluffiges-Naan-Brot.html,40,0,Unbekannt
873781192717703,Buntes Linsencurry,81,4.65,https://www.chefkoch.de/rezepte/873781192717703/Buntes-Linsencurry.html,30,1,Unbekannt
2813211433323231,Dal – indisches Linsengericht,394,4.64,https://www.chefkoch.de/rezepte/2813211433323231/Dal-indisches-Linsengericht.html,25,0,"Vegetarisches Dal mit Tomaten, getrockneten Chilis und Butter"
2478651390137298,Veganes Naan-Brot mit Knoblauch und Koriander,95,4.64,https://www.chefkoch.de/rezepte/2478651390137298/Veganes-Naan-Brot-mit-Knoblauch-und-Koriander.html,30,0,Unbekannt
1872511304356056,Chapati - indisches Fladenbrot,61,4.63,https://www.chefkoch.de/rezepte/1872511304356056/Chapati-indisches-Fladenbrot.html,30,0,Variante mit Dinkelmehl
797311183369621,Rotes Lammcurry,79,4.63,https://www.chefkoch.de/rezepte/797311183369621/Rotes-Lammcurry.html,35,1,Rogan Josh
1327001237533196,Rote Linsen - Suppe,392,4.62,https://www.chefkoch.de/rezepte/1327001237533196/Rote-Linsen-Suppe.html,20,1,"Dal, indische Linsensuppe"
920571197459045,Lamm-Biryani,27,4.62,https://www.chefkoch.de/rezepte/920571197459045/Lamm-Biryani.html,105,2,Rezept für authentisches Gosht Biryani
